Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes,IMDB Rating Scaled
Mystery Road,2013,92,91.726,Ivan Sen,"Aaron Pedersen, Hugo Weaving, Jack Thompson, Ryan Kwanten",An aboriginal detective returns to the Outback to investigate the murder of a teenage girl....,69679794.5,Thriller,74.0,70.0,57.0,3798.0,740.0
The Revenant,2015,78,103.381,Unknown,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter","While exploring the uncharted wilderness in 1823, frontiersman Hugh Glass (Leonardo DiCaprio) sustains life-threatening injuries from a brutal bear attack....",532938302.0,Drama,80.0,76.0,156.0,777969.0,800.0
Pale Rider,1985,93,93.528,Clint Eastwood,"Clint Eastwood, Michael Moriarty, Carrie Snodgress, Christopher Penn",When property owner Coy LaHood (Richard Dysart) starts using a band of hooligans to terrorize a group of small-town gold...,41410568.0,Drama,73.0,61.0,115.0,58600.0,730.0
True Grit,1969,89,95.56,Henry Hathaway,"John Wayne, Glen Campbell, Kim Darby, Jeremy Slate","After hired hand Tom Chaney (Jeff Corey) murders the father of 14-year-old Mattie Ross (Kim Darby), she seeks vengeance and...",252276928.0,Drama,76.0,80.0,110.0,333706.0,760.0
Cat Ballou,1965,89,92.348,Elliot Silverstein,"Jane Fonda, Lee Marvin, Michael Callan, Dwayne Hickman","When hired gun Tim Strawn (Lee Marvin) kills her rancher father, Cat Ballou (Jane Fonda) becomes an outlaw set on...",20666667.0,Comedy,68.0,60.0,97.0,14761.0,680.0
The Sisters Brothers,2018,87,98.653,Jacques Audiard,"John C. Reilly, Joaquin Phoenix, Jake Gyllenhaal, Riz Ahmed","It's 1851, and Charlie and Eli Sisters are both brothers and assassins, boys grown to men in a savage and...",14636067.0,Drama,69.0,78.0,122.0,63639.0,690.0
3:10 to Yuma,2007,89,98.19,James Mangold,"Russell Crowe, Christian Bale, Logan Lerman, Dallas Roberts","Outlaw Ben Wade (Russell Crowe) terrorizes 1800s Arizona, especially the Southern Railroad, until he is finally captured. Wade must be...",71171825.0,Thriller,76.0,70.0,92.0,19587.0,760.0
Slow West,2015,92,96.183,John Maclean,"Michael Fassbender, Kodi Smit-McPhee, Ben Mendelsohn, Caren Pistorius",A bounty hunter (Michael Fassbender) keeps his true motive a secret from the naive Scottish teenager (Kodi Smit-McPhee) he's offered...,2089072.0,Thriller,69.0,72.0,84.0,45249.0,690.0
Jeremiah Johnson,1972,95,96.426,Sydney Pollack,"Robert Redford, Will Geer, Stefan Gierasch, Allyn Ann McLerie","A Mexican-American War veteran, Jeremiah Johnson (Robert Redford), heads to the mountains to live in isolation. Woefully unequipped for the...",44693786.0,Drama,75.0,75.0,108.0,31417.0,750.0
The Man Who Shot Liberty Valance,1962,94,97.164,John Ford,"James Stewart, John Wayne, Vera Miles, Lee Marvin",Questions arise when Senator Stoddard (James Stewart) attends the funeral of a local man named Tom Doniphon (John Wayne) in...,8000000.0,Drama,81.0,94.0,123.0,74934.0,810.0
High Plains Drifter,1973,93,95.08,Clint Eastwood,"Clint Eastwood, Verna Bloom, Marianna Hill, Mitchell Ryan","In this Western, a drifter with no name (Clint Eastwood) wanders into a small town, where his gun-slinging abilities are...",15700000.0,Drama,75.0,69.0,105.0,54652.0,750.0
Wind River,2017,87,106.394,Taylor Sheridan,"Jeremy Renner, Elizabeth Olsen, Gil Birmingham, Jon Bernthal",Cory Lambert is a wildlife officer who finds the body of an 18-year-old woman on an American Indian reservation in...,44984979.0,Drama,77.0,73.0,107.0,243252.0,770.0
Little Big Man,1970,96,98.093,Arthur Penn,"Dustin Hoffman, Faye Dunaway, Chief Dan George, Martin Balsam","When a curious oral historian (William Hickey) turns up to hear the life story of 121-year-old Jack Crabb (Dustin Hoffman),...",31559552.0,Comedy,76.0,63.0,139.0,35085.0,760.0
Sweet Country,2017,96,100.046,Warwick Thornton,"Bryan Brown, Matt Day, Tremayne Doolan, Anni Finsterer",An Aboriginal man goes on the run after he kills a white man in self-defense....,2291545.0,Adventure,69.0,88.0,113.0,8418.0,690.0
The Misfits,1961,97,98.603,John Huston,"Clark Gable, Marilyn Monroe, Montgomery Clift, Thelma Ritter","While filing for a divorce, beautiful ex-stripper Roslyn Taber (Marilyn Monroe) ends up meeting aging cowboy-turned-gambler Gay Langland (Clark Gable)...",8200000.0,Comedy,43.0,25.0,94.0,9444.0,430.0
The Ballad of Buster Scruggs,2018,89,103.273,Joel Coen,"Tim Blake Nelson, Willie Watson, David Krumholtz, James Franco",An anthology of six short films that take place in 19th-century post-Civil War era during the settling of the Old...,69679794.5,Comedy,73.0,79.0,133.0,142225.0,730.0
Bad Day at Black Rock,1955,97,99.041,John Sturges,"Spencer Tracy, Robert Ryan, Anne Francis, Lee Marvin","When John J. Macreedy (Spencer Tracy), a one-armed war veteran, arrives in the small desert town of Black Rock, he's...",69679794.5,Thriller,77.0,70.0,81.0,21529.0,770.0
Giant,1956,88,91.54,George Stevens,"Elizabeth Taylor, Rock Hudson, James Dean, Carroll Baker",Wealthy Texas rancher Bick Benedict (Rock Hudson) shakes things up at home when he returns from a trip to the...,30194409.0,Drama,76.0,84.0,201.0,38271.0,760.0
Major Dundee,1965,97,101.745,Sam Peckinpah,"Charlton Heston, Richard Harris, Jim Hutton, James Coburn","During the end of the Civil War, Major Dundee guards Confederate prisoners, Union deserters and ordinary hard-bitten criminals in a...",69679794.5,Adventure,67.0,62.0,123.0,7971.0,670.0
El Dorado,1967,100,101.47,Howard Hawks,"John Wayne, Robert Mitchum, James Caan, Arthur Hunnicutt",Heartless tycoon Bart Jason (Edward Asner) hires a group of thugs to force the MacDonald family out of El Dorado...,6000000.0,Drama,76.0,85.0,126.0,26768.0,760.0
Old Yeller,1957,100,102.008,Robert Stevenson,"Dorothy McGuire, Fess Parker, Tommy Kirk, Kevin Corcoran","While Jim Coates (Fess Parker) is off on a cattle drive, his wife, Katie (Dorothy McGuire), and sons, Travis (Tommy...",69679794.5,Adventure,73.0,84.0,83.0,13449.0,730.0
A Fistful of Dollars,1964,98,102.121,Sergio Leone,"Clint Eastwood, Marianne Koch, Joe Edger, Wolfgang Lukschy",The Man With No Name (Clint Eastwood) enters the Mexican village of San Miguel in the midst of a power...,69679794.5,Drama,79.0,65.0,99.0,213300.0,790.0
No Country for Old Men,2007,93,106.323,Joel Coen,"Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson","While out hunting, Llewelyn Moss (Josh Brolin) finds the grisly aftermath of a drug deal. Though he knows better, he...",164035753.0,Drama,82.0,92.0,122.0,941537.0,820.0
The Searchers,1956,94,99.109,John Ford,"John Wayne, Jeffrey Hunter, Natalie Wood, Vera Miles","In this revered Western, Ethan Edwards (John Wayne) returns home to Texas after the Civil War. When members of his...",69679794.5,Drama,79.0,94.0,119.0,87959.0,790.0
Unforgiven,1992,96,105.525,Clint Eastwood,"Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris","When prostitute Delilah Fitzgerald (Anna Thomson) is disfigured by a pair of cowboys in Big Whiskey, Wyoming, her fellow brothel...",159157447.0,Drama,82.0,85.0,130.0,404065.0,820.0
Stagecoach,1939,100,103.896,John Ford,"John Wayne, Claire Trevor, Andy Devine, John Carradine","John Ford's landmark Western revolves around an assorted group of colorful passengers aboard the Overland stagecoach bound for Lordsburg, New...",69679794.5,Drama,78.0,93.0,96.0,48218.0,780.0
High Noon,1952,95,103.584,Fred Zinnemann,"Gary Cooper, Grace Kelly, Katy Jurado, Thomas Mitchell","Former marshal Will Kane (Gary Cooper) is preparing to leave the small town of Hadleyville, New Mexico, with his new...",8000000.0,Drama,80.0,89.0,85.0,103139.0,800.0
"The Good, the Bad and the Ugly",1967,97,103.72,Sergio Leone,"Clint Eastwood, Eli Wallach, Lee Van Cleef, Aldo Giuffré","In the Southwest during the Civil War, a mysterious stranger, Joe (Clint Eastwood), and a Mexican outlaw, Tuco (Eli Wallach),...",69679794.5,Adventure,88.0,90.0,178.0,742480.0,880.0
The Bridge on the River Kwai,1957,96,106.987,David Lean,"William Holden, Alec Guinness, Sessue Hayakawa, Jack Hawkins",Adaptation of the Pierre Bouelle novel about POWs in Burma forced to build a bridge to aid the war effort...,33300000.0,Drama,82.0,87.0,161.0,217206.0,820.0
Paths of Glory,1957,96,103.433,Stanley Kubrick,"Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready","During World War I, commanding officer General Broulard (Adolphe Menjou) orders his subordinate, General Mireau (George Macready), to attack a...",69679794.5,Drama,84.0,90.0,88.0,193372.0,840.0
The Day the Earth Stood Still,1951,95,102.516,Robert Wise,"Michael Rennie, Patricia Neal, Hugh Marlowe, Sam Jaffe","When a UFO lands in Washington, D.C., bearing a message for Earth's leaders, all of humanity stands still. Klaatu (Michael...",237370350.0,Drama,55.0,40.0,104.0,169622.0,550.0
One Hundred and One Dalmatians,1961,98,99.449,Wolfgang Reitherman,"Rod Taylor, Betty Lou Gerson, Cate Bauer, Lisa Daniels","In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his...",69679794.5,Comedy,73.0,83.0,79.0,164845.0,730.0
The Best Years of Our Lives,1946,98,107.682,William Wyler,"Fredric March, Myrna Loy, Dana Andrews, Teresa Wright","Fred, Al and Homer are three World War II veterans facing difficulties as they re-enter civilian life. Fred (Dana Andrews)...",23600000.0,Drama,81.0,93.0,170.0,63124.0,810.0
Forbidden Planet,1956,96,99.424,Fred McLeod Wilcox,"Walter Pidgeon, Anne Francis, Leslie Nielsen, Warren Stevens","In this sci-fi classic, a spacecraft travels to the distant planet Altair IV to discover the fate of a group...",3000000.0,Sci-Fi,75.0,80.0,98.0,48547.0,750.0
Spartacus,1960,93,99.591,Stanley Kubrick,"Kirk Douglas, Laurence Olivier, Jean Simmons, Tony Curtis","The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained...",60000000.0,Drama,85.0,70.0,55.0,237207.0,850.0
Pather Panchali,1955,97,99.481,Satyajit Ray,"Kanu Bannerjee, Karuna Bannerjee, Subir Bannerjee, Uma Das Gupta","Impoverished priest Harihar Ray (Kanu Bannerjee), dreaming of a better life for himself and his family, leaves his rural Bengal...",402723.0,Drama,83.0,70.0,125.0,31482.0,830.0
Black Hawk Down,2001,77,82.926,Ridley Scott,"Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana",The film takes place in 1993 when the U.S. sent special forces into Somalia to destabilize the government and bring...,159691085.0,Drama,77.0,74.0,144.0,388974.0,770.0
The Tin Drum,1979,84,84.15,Volker Schlöndorff,"David Bennent, Angela Winkler, Mario Adorf, Daniel Olbrychski",Oskar Matzerath (David Bennent) is a very unusual boy. Refusing to leave the womb until promised a tin drum by...,69679794.5,Drama,75.0,63.0,142.0,23942.0,750.0
A Very Long Engagement,2004,78,83.809,Jean-Pierre Jeunet,"Audrey Tautou, Gaspard Ulliel, Jean-Pierre Becker, Dominique Bettenfeld",Mathilde (Audrey Tautou) is told that her fiancé (Gaspard Ulliel) has been killed in World War I. She refuses to...,69679794.5,Drama,76.0,76.0,133.0,73527.0,760.0
American Sniper,2014,72,84.695,Clint Eastwood,"Bradley Cooper, Sienna Miller, Jake McDorman, Luke Grimes",U.S. Navy SEAL Chris Kyle (Bradley Cooper) takes his sole mission -- protect his comrades -- to heart and becomes...,547326372.0,Drama,73.0,72.0,133.0,474604.0,730.0
War Horse,2011,75,83.922,Steven Spielberg,"Emily Watson, David Thewlis, Jeremy Irvine, Peter Mullan","Albert (Jeremy Irvine) and his beloved horse, Joey, live on a farm in the British countryside. At the outbreak of...",156815529.0,Drama,72.0,72.0,146.0,155757.0,720.0
The Thin Red Line,1998,81,85.383,Terrence Malick,"Sean Penn, Adrien Brody, Jim Caviezel, Ben Chaplin","In 1942, Private Witt (Jim Caviezel) is a U.S. Army absconder living peacefully with the locals of a small South...",97709034.0,Drama,76.0,78.0,170.0,185389.0,760.0
Lone Survivor,2013,75,83.882,Peter Berg,"Mark Wahlberg, Taylor Kitsch, Eric Bana, Emile Hirsch","In 2005 Afghanistan, Navy SEALs Marcus Luttrell (Mark Wahlberg), Michael Murphy (Taylor Kitsch), Danny Dietz (Emile Hirsch) and Matthew ""Axe""...",149804632.0,Drama,75.0,60.0,121.0,282733.0,750.0
Private Benjamin,1980,82,84.459,Howard Zieff,"Goldie Hawn, Eileen Brennan, Armand Assante, Robert Webber","A Jewish-American princess, Judy Benjamin (Goldie Hawn), is devastated when her husband (Albert Brooks) drops dead on their wedding night....",69847348.0,Comedy,62.0,59.0,109.0,26081.0,620.0
Life Is Beautiful,1997,80,84.285,Roberto Benigni,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano","A gentle Jewish-Italian waiter, Guido Orefice (Roberto Benigni), meets Dora (Nicoletta Braschi), a pretty schoolteacher, and wins her over with...",69679794.5,Comedy,86.0,59.0,116.0,676539.0,860.0
Fury,2014,76,87.512,David Ayer,"Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña","In April 1945, the Allies are making their final push in the European theater. A battle-hardened Army sergeant named Don...",210315681.0,Drama,75.0,64.0,134.0,472785.0,750.0
The Curious Case of Benjamin Button,2008,71,82.104,David Fincher,"Brad Pitt, Cate Blanchett, Taraji P. Henson, Julia Ormond","Born under unusual circumstances, Benjamin Button (Brad Pitt) springs into being as an elderly man in a New Orleans nursing...",329631958.0,Drama,78.0,70.0,166.0,635168.0,780.0
Prometheus,2012,73,87.166,Ridley Scott,"Noomi Rapace, Michael Fassbender, Charlize Theron, Idris Elba",The discovery of a clue to mankind's origins on Earth leads a team of explorers to the darkest parts of...,402448265.0,Sci-Fi,70.0,64.0,124.0,598871.0,700.0
Signs,2002,74,82.277,M. Night Shyamalan,"Mel Gibson, Joaquin Phoenix, Cherry Jones, Rory Culkin",Everything that farmer Graham Hess (Mel Gibson) assumed about the world is changed when he discovers a message - an...,408250578.0,Drama,68.0,59.0,106.0,357129.0,680.0
Crash,2004,74,83.626,Paul Haggis,"Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito","Writer-director Paul Haggis interweaves several connected stories about race, class, family and gender in Los Angeles in the aftermath of...",101173038.0,Drama,64.0,50.0,100.0,58635.0,640.0
The Map of Tiny Perfect Things,2021,77,79.273,Ian Samuels,"Kathryn Newton, Kyle Allen, Jermaine Harris, Anna Mikami","The film tells the story of quick-witted teen Mark, contentedly living the same day in an endless loop whose world...",69679794.5,Comedy,68.0,61.0,98.0,21055.0,680.0
"Don't Worry, He Won't Get Far on Foot",2018,76,87.414,Gus Van Sant,"Joaquin Phoenix, Jonah Hill, Rooney Mara, Jack Black","After nearly dying in a car accident, the last thing Oregon slacker John Callahan intends to do is give up...",69679794.5,Comedy,68.0,67.0,114.0,26105.0,680.0
Halston,2019,77,80.036,Frédéric Tcheng,"Liza Minnelli, Marisa Berenson, Joel Schumacher, Naeem Khan","At the height of his fame, fashion designer Roy Halston Frowick's empire included couture, ready-to-wear, fragrances, and even uniforms, accessories,...",188751.0,Drama,75.0,70.0,240.0,14376.0,750.0
Uncle Frank,2020,78,85.103,Alan Ball,"Paul Bettany, Sophia Lillis, Peter Macdissi, Steve Zahn","In 1973, teenaged Beth Bledsoe (Sophia Lillis) leaves her rural Southern hometown to study at New York University where her...",69679794.5,Comedy,73.0,58.0,95.0,19719.0,730.0
"O Brother, Where Art Thou?",2000,78,83.562,Joel Coen,"George Clooney, John Turturro, Tim Blake Nelson, John Goodman",Ulysses Everett McGill (George Clooney) is having difficulty adjusting to his hard-labor sentence in Mississippi. He scams his way off...,75763814.0,Comedy,77.0,69.0,107.0,306675.0,770.0
Late Night,2019,80,97.717,Nisha Ganatra,"Emma Thompson, Mindy Kaling, John Lithgow, Hugh Dancy",A late-night talk show host's world is turned upside down when she hires her first and only female staff writer....,22373378.0,Comedy,65.0,70.0,102.0,36532.0,650.0
Road to Perdition,2002,81,88.448,Sam Mendes,"Tom Hanks, Paul Newman, Jude Law, Jennifer Jason Leigh","Mike Sullivan (Tom Hanks) is an enforcer for powerful Depression-era Midwestern mobster John Rooney (Paul Newman). Rooney's son, Connor (Daniel...",183354514.0,Drama,77.0,72.0,117.0,263567.0,770.0
The Report,2019,82,97.144,Scott Z. Burns,"Adam Driver, Annette Bening, Jon Hamm, Ted Levine",FBI agent Daniel Jones performs an exhaustive investigation into the CIA's use of torture on suspected terrorists....,242788.0,Drama,72.0,66.0,119.0,41779.0,720.0
Blow Out,1981,85,87.765,Brian De Palma,"John Travolta, Nancy Allen, John Lithgow, Dennis Franz","While recording sound effects for a slasher flick, Jack Terri (John Travolta) stumbles upon a real-life horror: a car careening...",13747988.0,Drama,74.0,86.0,108.0,51467.0,740.0
Courage Under Fire,1996,85,87.898,Edward Zwick,"Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty","During the 1991 Gulf War, Lieutenant Colonel Nathaniel Serling (Denzel Washington) accidentally caused a friendly fire incident, a mistake that...",100833145.0,Drama,66.0,77.0,116.0,54275.0,660.0
The Courier,2020,85,95.259,Dominic Cooke,"Benedict Cumberbatch, Merab Ninidze, Vladimir Chuprikov, James Schofield","THE COURIER is a true-life spy thriller, the story of an unassuming British businessman Greville Wynne (Benedict Cumberbatch) recruited into...",10862200.0,Thriller,71.0,65.0,112.0,55138.0,710.0
Borat Subsequent Moviefilm,2020,85,107.067,Jason Woliner,"Sacha Baron Cohen, Maria Bakalova","Released from prison for bringing shame to his country, Kazakh funnyman Borat risks life and limb when he returns to...",69679794.5,Comedy,66.0,68.0,95.0,136761.0,660.0
The Joy Luck Club,1993,86,91.987,Wayne Wang,"Rosalind Chao, Tamlyn Tomita, France Nuyen, Vivian Wu","In San Francisco, a group of aging Chinese women (Kieu Chinh, Tsai Chin, France Nuyen, Lisa Lu) meet regularly to...",32790064.0,Drama,77.0,84.0,139.0,16590.0,770.0
The Sixth Sense,1999,86,93.027,M. Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams",Young Cole Sear (Haley Joel Osment) is haunted by a dark secret: he is visited by ghosts. Cole is frightened...,672806292.0,Drama,82.0,64.0,107.0,969029.0,820.0
Cedar Rapids,2011,86,91.6,Miguel Arteta,"Ed Helms, John C. Reilly, Anne Heche, Isiah Whitlock Jr.","Insurance agent Tim Lippe (Ed Helms) is sublimely naive: He has never stayed in a hotel, has never flown in...",7862131.0,Comedy,63.0,70.0,87.0,37850.0,630.0
Garden State,2004,86,93.787,Zach Braff,"Zach Braff, Ian Holm, Ron Leibman, Method Man","After many years away, television bit part actor Andrew Largeman (Zach Braff) returns to his small home town in New...",36028802.0,Comedy,74.0,67.0,102.0,215118.0,740.0
Beasts of the Southern Wild,2012,86,95.173,Benh Zeitlin,"Quvenzhané Wallis, Dwight Henry, Levy Easterly, Lowell Landes","Six-year-old Hushpuppy (Quvenzhané Wallis) lives with her father, Wink (Dwight Henry), in a remote Delta community. Wink is a stern...",23265132.0,Adventure,72.0,86.0,93.0,83094.0,720.0
Platoon,1986,87,93.636,Oliver Stone,"Tom Berenger, Willem Dafoe, Charlie Sheen, Forest Whitaker",Chris Taylor (Charlie Sheen) leaves his university studies to enlist in combat duty in Vietnam in 1967. Once he's on...,137978395.0,Drama,81.0,92.0,120.0,406664.0,810.0
Brittany Runs a Marathon,2019,88,99.44,Paul Downs Colaizzo,"Jillian Bell, Utkarsh Ambudkar, Michaela Watkins, Lil Rel Howery",A hard-partying woman receives a startling wake-up call when a visit to the doctor reveals how unhealthy she is. Motivated...,7422058.0,Comedy,68.0,72.0,104.0,19640.0,680.0
Words on Bathroom Walls,2020,89,93.826,Thor Freudenthal,"Charlie Plummer, Taylor Russell, Andy Garcia, AnnaSophia Robb","Diagnosed with a mental illness during his senior year of high school, a witty, introspective teen struggles to keep it...",3117353.0,Drama,71.0,61.0,110.0,9245.0,710.0
Compliance,2012,89,94.043,Craig Zobel,"Ann Dowd, Dreama Walker, Pat Healy, Bill Camp","A fast-food worker (Dreama Walker) who's accused of theft is put through the wringer as her boss (Ann Dowd), at...",830700.0,Drama,64.0,68.0,90.0,34292.0,640.0
Cast Away,2000,89,93.734,Robert Zemeckis,"Tom Hanks, Helen Hunt, Nick Searcy, Lari White",Obsessively punctual FedEx executive Chuck Noland (Tom Hanks) is en route to an assignment in Malaysia when his plane crashes...,427230516.0,Drama,78.0,73.0,143.0,575984.0,780.0
Lincoln,2012,89,100.939,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt","With the nation embroiled in still another year with the high death count of Civil War, President Abraham Lincoln brings...",273346281.0,Drama,73.0,86.0,150.0,258003.0,730.0
You Were Never Really Here,2017,89,106.718,Lynne Ramsay,"Joaquin Phoenix, Ekaterina Samsonov, Alessandro Nivola, Alex Manette",A contract killer uncovers a conspiracy while trying to save a kidnapped teen from a life of prostitution....,10891281.0,Drama,68.0,84.0,89.0,116972.0,680.0
District 9,2009,90,102.866,Neill Blomkamp,"Sharlto Copley, Jason Cope, David James, Vanessa Haywood","Thirty years ago, aliens arrive on Earth -- not to conquer or give aid, but -- to find refuge from...",212453431.0,Sci-Fi,79.0,81.0,112.0,670553.0,790.0
Zero Dark Thirty,2012,91,104.052,Kathryn Bigelow,"Jessica Chastain, Jason Clarke, Joel Edgerton, Jennifer Ehle","Following the terrorist attacks of Sept. 11, 2001, Osama bin Laden becomes one of the most-wanted men on the planet....",134612435.0,Drama,74.0,95.0,157.0,293996.0,740.0
Cold War,2018,92,106.742,Pawel Pawlikowski,"Joanna Kulig, Tomasz Kot, Borys Szyc, Agata Kulesza","Set against the backdrop of the 1950s Cold War in Poland, two people of differing backgrounds and temperaments begin an...",45249153.0,Drama,75.0,90.0,89.0,55790.0,750.0
Inside Llewyn Davis,2013,92,103.31,Joel Coen,"Oscar Isaac, Carey Mulligan, John Goodman, Garrett Hedlund","In 1961 New York City, folk singer Llewyn Davis (Oscar Isaac) is at a crossroads. Guitar in hand, he struggles...",32943247.0,Comedy,74.0,93.0,104.0,151740.0,740.0
Paper Moon,1973,93,96.571,Peter Bogdanovich,"Ryan O'Neal, Tatum O'Neal, Madeline Kahn, John Hillerman",Real-life father and daughter Ryan and Tatum O'Neal team up as slick con-artists Moses Pray and Addie Loggins in 1930s...,30933991.0,Comedy,81.0,77.0,102.0,46887.0,810.0
Val,2021,93,99.065,Ting Poo,"Val Kilmer, Jack Kilmer","For over 40 years Val Kilmer, one of Hollywood's most mercurial and/or misunderstood actors has been documenting his own life...",69679794.5,Horror,51.0,70.0,81.0,565.0,510.0
The Vast of Night,2019,93,109.656,Andrew Patterson,"Sierra McCormick, Jake Horowitz, Gail Cronauer, Bruce Davis","In the 1950s, two kids search for the source of a mysterious frequency that has descended on their town....",69679794.5,Drama,67.0,84.0,91.0,37869.0,670.0
Charade,1963,94,98.965,Stanley Donen,"Cary Grant, Audrey Hepburn, Walter Matthau, James Coburn",After Regina Lampert (Audrey Hepburn) falls for the dashing Peter Joshua (Cary Grant) on a skiing holiday in the French...,13474929.0,Comedy,79.0,83.0,113.0,75950.0,790.0
It's a Wonderful Life,1946,94,104.18,Frank Capra,"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell","After George Bailey (James Stewart) wishes he had never been born, an angel (Henry Travers) is sent to earth to...",69679794.5,Drama,86.0,89.0,130.0,444841.0,860.0
Fargo,1996,94,100.371,Joel Coen,"Frances McDormand, Steve Buscemi, William H. Macy, Peter Stormare","""Fargo"" is a reality-based crime drama set in Minnesota in 1987. Jerry Lundegaard (William H. Macy) is a car salesman...",51203925.0,Drama,89.0,70.0,53.0,362235.0,890.0
Honey Boy,2019,95,108.747,Alma Har'el,"Shia LaBeouf, Lucas Hedges, Noah Jupe, Byron Bowers","When 12-year-old Otis begins to find success as a television star, his abusive, alcoholic father returns and takes over as...",3415542.0,Drama,72.0,73.0,94.0,36200.0,720.0
Tangerine,2015,96,102.331,Sean Baker,"Kitana Kiki Rodriguez, Mya Taylor, Karren Karagulian, Mickey O'Hagan","After hearing that her boyfriend/pimp cheated on her while she was in jail, a hooker and her best friend set...",935900.0,Comedy,71.0,86.0,88.0,31479.0,710.0
A Hero,2021,96,104.859,Asghar Farhadi,"Amir Jadidi, Mohsen Tanabandeh, Fereshteh Sadre Orafaiy, Sarina Farhadi","Rahim (Amir Jadidi) is in prison because of a debt he was unable to repay. During a two-day leave, he...",69679794.5,Drama,75.0,82.0,127.0,21013.0,750.0
Love & Friendship,2016,96,109.612,Whit Stillman,"Kate Beckinsale, Xavier Samuel, Morfydd Clark, Emma Greenwell","In the 18th century, the seductive and manipulative Lady Susan (Kate Beckinsale) uses devious tactics to win the heart of...",23934375.0,Comedy,64.0,87.0,90.0,24730.0,640.0
Paterson,2016,96,115.118,Jim Jarmusch,"Adam Driver, Golshifteh Farahani, Barry Shabaka Henley, Cliff Smith","Paterson (Adam Driver) is a hardworking bus driver in Paterson, N.J., who follows the same routine every day. He observes...",10727536.0,Comedy,73.0,90.0,118.0,80099.0,730.0
Manchester by the Sea,2016,96,119.308,Kenneth Lonergan,"Casey Affleck, Michelle Williams, Kyle Chandler, Lucas Hedges","After the death of his older brother Joe, Lee Chandler (Casey Affleck) is shocked that Joe has made him sole...",77733867.0,Drama,78.0,96.0,137.0,274046.0,780.0
Sideways,2004,97,105.631,Alexander Payne,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh","Struggling writer and wine enthusiast Miles (Paul Giamatti) takes his engaged friend, Jack (Thomas Haden Church), on a trip to...",109726800.0,Comedy,75.0,94.0,127.0,189351.0,750.0
Sound of Metal,2019,97,117.007,Darius Marder,"Riz Ahmed, Olivia Cooke, Paul Raci, Mathieu Amalric","During a series of adrenaline-fueled one-night gigs, itinerant punk-metal drummer Ruben (Riz Ahmed) begins to experience intermittent hearing loss. When...",516819.0,Drama,77.0,82.0,120.0,119242.0,770.0
Blow the Man Down,2019,98,106.56,Bridget Savage Cole,"Sophie Lowe, Morgan Saylor, June Squibb, Marceline Hugot","Welcome to Easter Cove, a salty fishing village on the far reaches of Maine's rocky coast. Grieving the loss of...",69679794.5,Comedy,64.0,72.0,91.0,10231.0,640.0
The Big Sick,2017,98,121.569,Michael Showalter,"Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano","Kumail is a Pakistani comic, who meets an American graduate student named Emily at one of his stand-up shows. As...",56868677.0,Comedy,75.0,86.0,120.0,132924.0,750.0
Stand by Me,1986,91,96.214,Rob Reiner,"Wil Wheaton, River Phoenix, Corey Feldman, Jerry O'Connell","After learning that a stranger has been accidentally killed near their rural homes, four Oregon boys decide to go see...",52287766.0,Drama,81.0,75.0,89.0,393352.0,810.0
The Willoughbys,2020,91,93.854,Kris Pearn,"Will Forte, Maya Rudolph, Alessia Cara, Terry Crews","Neglected by their parents, four old-fashioned siblings venture out into the modern world with their new nanny....",69679794.5,Comedy,63.0,68.0,90.0,18306.0,630.0
I Am Mother,2019,91,93.894,Grant Sputore,"Hilary Swank, Clara Rugaard, Rose Byrne, Tahlia Sturzaker",A teenage girl is raised by a robot designed to repopulate Earth. Their bond is tested when a stranger arrives...,263452.0,Drama,67.0,64.0,113.0,88872.0,670.0
Full Metal Jacket,1987,92,97.375,Stanley Kubrick,"Matthew Modine, Adam Baldwin, Vincent D'Onofrio, R. Lee Ermey","Stanley Kubrick's take on the Vietnam War follows smart-aleck Private Davis (Matthew Modine), quickly christened ""Joker"" by his foul-mouthed drill...",45015999.0,Drama,83.0,76.0,116.0,724229.0,830.0
